id,id2,group,pubauthor,pubeditor,pubeditor_type,pubdate,pubtitle,volume,pubshort,staff,publisher,pubplace,series,pp,size,isbn,issn,remark
"735","2.31.2.6/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak","EMERICZY Tibor",–,–,"1997","Öné a szó. Magyar–német, német–magyar tematikus szótár nyelvvizsgára             készülőknek.",–,–,"Lektor: FÖLDES Csaba","Grimm Kiadó","Szeged",–,"451 pp.",–,"ISBN 9639087092",–,–
"736","2.31.2.6/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak","LŐRINCZ Zsolt",–,–,"2000","Német–magyar, magyar–német tematikus szótár.",–,–,–,"Librotrade","Budapest",–,"397 pp.","18 cm.","ISBN 9638604670",–,–
"737","2.31.2.6/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak","FÖLDES Zsuzsa",–,–,"2000","Böngésző. Német–magyar, Magyar–német.",–,–,–,"Akadémiai Kiadó","Budapest",–,"298 pp.","14 cm.","ISBN 9630577593",–,"tematikus szóés fogalomgyűjtemény."
"738","2.31.2.6/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak","EMERICZY Tibor",–,–,"2005","Öné a szó. Német-magyar, Magyar-német tematikus szótár.",–,–,–,"Grimm Könyvkiadó","Szeged",–,"400 pp.",–,"ISBN 9637460004",–,–
"739","2.31.2.6/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak","SZALAI Tünde & WOLF-SCHÄFFER Judit",–,–,"2007","Tematikus szótár német nyelvből.",–,–,"Lektor: DR","Maxim Kiadó","Szeged",–,"392 pp.","20 cm.","ISBN 9789639624405",–,"HANSEL István."
"740","2.31.2.6/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak",–,–,–,"2009","Német tematikus nyelvvizsgaszótár. Német–magyar témakör szerinti szótár",–,–,–,"Akadémiai Kiadó","Budapest","Akadémiai Füzetek sorozat","72 pp.","19,8 cm. 12 nyelvvizsga-témakör","ISBN 9789630588409",–,–
"741","2.31.2.6/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.6. Tematikus szótárak","OLASZY Kamilla",–,–,"2010","Német társalgási zsebkönyv.",–,–,"Lektorok: HOROTYÁK Dávid, Rosemarie HERZOG, VAKHAL Erika","Tinta Kiadó","Budapest","Híd szótárak 6","222 pp.","20,5 cm.","ISBN 9789639902534",–,–
"742","2.31.2.7/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.7. Egyéb szótárak","PUSZTAY János",–,–,"1998","Német–magyar szójegyzék az EU Magyarországról írt véleményéhez.",–,–,"Konzulens: NEMES Gáspár. Sorozatszerk.: PUSZTAY János",–,–,"EUVocS (EU–Vocabularium Savariense)","257 pp.","20 cm.","ISBN 9639017574",–,"Szombathely."
"743","2.31.2.7/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.7. Egyéb szótárak","GYŐRFFY Miklós",–,–,"2003","Német-magyar kulturális szótár.",–,–,–,"Corvina Kiadó","Budapest",–,"248 pp.","24 cm.","ISBN 9631352226",–,–
"744","2.31.2.7/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.7. Egyéb szótárak","PÁTROVICS Péter",–,–,"2004","Német szlengszótár. Die Leiden der Jungen Wörter.",–,–,–,–,–,–,–,–,–,–,"Anno Kiadó, Budapest. pp. 176."
"745","2.31.2.7/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.7. Egyéb szótárak","OLASZY Kamilla",–,–,"2003–2004","Wortfamilien. Szócsaládok. Rendhagyó szótár – példamondatok, feladatok,             megoldások.","I. kötet A-J [2003], II. kötet K-Z [2004]. ",–,–,–,–,–,"338 pp. 75 szócikk 3000 új szó. 24 cm. ISBN 9634307698. II. kötet: 367 pp.",–,"ISBN 9634307698",–,"Alkotó szerk.: DÁVID Gábor Csaba. Lektor: BARTHA Magdolna, LOÓS Mónika. OLKA,             Budapest. I. kötet:"
"746","2.31.2.7/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.7. Egyéb szótárak","DOBA Dóra",–,–,"2010","Német túlélőszótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,"48 pp.","19 cm. 7000 címszó, 70 szituáció, 500 példamondat","ISBN 9789630588409",–,–
"747","2.31.3/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak",–,–,–,"1994","PICDIC für Windows. Német–magyar, magyar–német multimédia szótár",–,–,–,"Profi–Szoft","Baja",–,–,–,–,–,–
"748","2.31.3/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak",–,–,–,"1995","Német–magyar hangosszótár",–,–,–,–,–,–,–,–,–,–,"Akadémiai Kiadó, Budapest / Scriptum, Szeged. 125 000 német szó és kifejezés, 146             000 magyar jelentés, 51 000 német szó kiejtésével."
"749","2.31.3/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak",–,–,–,"1996","Német–magyar nagyszótár",–,–,"Szerk.: Halász Előd","MorphoLogic","Budapest",–,–,–,–,–,"MoBiDic kétnyelvű szótárak."
"750","2.31.3/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak",–,–,–,"2000","Német–magyar kéziszótár",–,–,"Szerk.: HESSKY Regina",–,–,–,–,–,–,–,"Grimm Kiadó, Szeged / MorphoLogic, Budapest. MoBiDic kétnyelvű szótárak. 40 000             német címszó, 90 000 ekvivalens, 60 000 példa."
"751","2.31.3/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak",–,–,–,"2000","MoBiMouse: Német–magyar kéziszótár",–,–,"Szerk.: HESSKY Regina",–,–,–,–,–,–,–,"Grimm Kiadó, Szeged, MorpoLogic, Budapest. 40 000 német címszó, 90 000 ekvivalens,             60 000 példa."
"752","2.31.3/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak",–,–,–,"2003","Akadémiai MoBiMouse Plus: német–magyar és magyar–német nagyszótár",–,–,"Szerk.: HALÁSZ Előd, UZONYI Pál",–,–,–,–,–,–,–,"Akadémiai Kiadó, MorphoLogic, Budapest. 280 000 német szó és kifejezés, 350 000             magyar jelentéssel + 270 000 magyar szó 325 000 jelentéssel."
"753","2.31.3/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2003","Német-magyar kéziszótár. Deutsch-Ungarisches Handwörterbuch CD.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"50 000 címszó, 100 000 szótári adat",–,–,–
"754","2.31.3/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2003","Magyar-német kéziszótár. Ungarisch-Deutsches Handwörterbuch.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"60 000 címszó, 100 000 szótári adat",–,–,–
"755","2.31.3/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2004","Német-magyar nagyszótár. Deutsch-Ungarisches Grosswörterbuch CD.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"190 000 címszó, 400 000 szótári adat",–,–,–
"756","2.31.3/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.3. Elektronikus szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2004","Magyar-német nagyszótár. Ungarisch-Deutsches Grosswörterbuch CD.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"130 000 címszó, 400 000 szótári adat",–,–,–
"757","2.32/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.32. NORVÉG–MAGYAR, MAGYAR–NORVÉG","CSIKY Dénes",–,–,"1957","Norvég–magyar, magyar–norvég zsebszótár. Norsk–ungarsk ungarsk–norsk             lommeordbok.",–,–,–,"Norsk Studentsamband i kommission hosUniversitetsforlaget","Oslo",–,"XVI+361 pp.",–,–,–,–
"758","2.32/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.32. NORVÉG–MAGYAR, MAGYAR–NORVÉG","CSIKY Dénes",–,–,"1997","Norvég–magyar magyar–norvég zsebszótár. Norsk–ungarsk ungarsk–norsk             lommeordbok.",–,–,–,"Norvég–Magyar Egyesület","Oslo",–,"XVI+361 pp.","Kb. 13 000 címszó részenként","ISBN 829941141 6",–,"a szótár az 1957-ben menekültek számára készített szószedet változatlan             formája."
"759","2.32/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.32. NORVÉG–MAGYAR, MAGYAR–NORVÉG","LŐRINCZ László",–,–,"1998","Norvég–magyar szótár. Norsk–ungarsk ordbok.",–,–,–,"A szerző kiadása","Drammen",–,"420 pp.","Kb. 20 000 címszó",–,–,–
"760","2.32/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.32. NORVÉG–MAGYAR, MAGYAR–NORVÉG","KERESZTES László & Ove LUND",–,–,"2002","Norsk–ungarsk / ungarsk–norsk lommeordbok. Norvég–magyar / magyar–norvég             zsebszótár.",–,–,"Lektorok: PETKE Emese, Tor TVEITE","Norsk Ungarsk Forening","Oslo",–,"672 pp.","13 cm. 19 000 címszó részenként","ISBN 8299411432",–,"30 oldalas nyelvtani függelékkel."
"761","2.33.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","LENGYEL János & BENKŐ Károly & DONÁTH Imre & KAVULYÁK György & SZÍGYÁRTÓ Zoltán",–,–,"1884","Magyar–olasz szótár.",–,–,–,"Mohovich","Fiume",–,"448 pp.","14 cm.",–,–,"+ rendhagyó igék táblázata."
"762","2.33.1/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","BENKŐ Károly & Donáth Imre & KAVULYÁK György & SZÍGYÁRTÓ Zoltán",–,–,"1887","Dizionario italiano–ungherese.",–,–,–,"Mohovich","Fiume",–,"504 pp.","14 cm.",–,–,–
"763","2.33.1/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KALÓZ J. Endre",–,–,"1898","Olasz–magyar és magyar–olasz zsebszótár. I. rész: Olasz-magyar szótár, II. rész:             Magyar-olasz szótár. Dizionario tascabile italiano-ungarese ed             ungarese–italiano.",–,–,–,"Vass József könyvkereskedése","Budapest",–,"154 pp.",–,–,–,"kisalakú; a két rész egybekötve. Gius. Andrea Kalóz névváltozat is."
"764","2.33.1/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KŐRÖSI Sándor",–,–,"1912","Olasz-magyar és magyar–olasz szótár. I. Olasz–magyar. Dizionario             italiano–ungherese e ungherese–italiano.","I. A–J.",–,–,"Lampel","Budapest",–,"702 pp. ; II. L–Z. 680 pp.",–,–,–,"csak az olasz–magyar rész készült el."
"765","2.33.1/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KREMMER Dezső",–,–,"1913, 1928/2","Olasz–magyar dióhéj-szótár.",–,–,–,"Aczél Testvérek (Uránia könyvkiadóvállalat)","Budapest",–,"480 pp.","11 cm. Kb. 10 000 címszó",–,–,–
"766","2.33.1/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HONTI Rezső",–,–,"1913, 1915","Olasz–magyar és magyar–olasz zsebszótár.",–,–,–,"Schenk","Budapest",–,–,–,–,–,"a két rész egybekötve."
"767","2.33.1/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","GELLETICH Vincenzo & SIROLA Ferenc",–,–,"1914","Magyar–olasz és olasz–magyar szótár I. Magyar–olasz. Dizionario ungherese–italiano             e italiano–ungherese.",–,–,–,"Mohovich","Fiume",–,"486 pp.",–,–,–,–
"768","2.33.1/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","URBANEK Sándor",–,–,"1915","Magyar–olasz és olasz–magyar szótár. II. Olasz–magyar. Dizionario             ungherese–italiano e italiano–ungherese.",–,–,–,"Mohovich","Fiume",–,"445 pp.",–,–,–,"Prof. Alessandro dr. Urbanek névváltozat is."
"769","2.33.1/9","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HONTI Rezső",–,–,"1920, 1927, 1936, 1938, 1942, 1946","Olasz–magyar és magyar–olasz kéziszótár. Vocabolario             italiano–ungherese.",–,–,–,–,–,–,"184+15 pp.",–,–,–,"Lingua kéziszótárak. a kiadások megjelentek külön-külön és egybekötve is."
"770","2.33.1/10","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KASTNER Jenő",–,–,"1930","Olasz–magyar és magyar–olasz kéziszótár. I. Olasz–magyar. Dizionario             italiano–ungherese.",–,–,–,"/pp>Dunántúl Nyomda","Pécs",–,–,–,–,–,"Tudományos gyűjtemény 32. 426 pp."
"771","2.33.1/11","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KASTNER, Eugenio",–,–,"1934","Olasz–magyar és magyar–olasz kéziszótár. II. Magyar–olasz. Dizionario             ungherese–italiano.",–,–,–,"/pp>Királyi Magyar Egyetemi Nyomda","Budapest",–,–,–,–,–,"Tudományos gyűjtemény 33. 422 pp. a kötet elején Utószó c. rész áll."
"772","2.33.1/12","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KOLTAY-KASTNER Jenő",–,–,"1938, 1940/2","Olasz–magyar és magyar–olasz szótár. I. Olasz–magyar.",–,–,"Átdolg.: SZABÓ Mihály, VIRÁNYI Elemér","Danubia","Pécs",–,"448 pp.",–,–,–,–
"773","2.33.1/13","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KOLTAY-KASTNER Jenő",–,–,"1940, 19432","Olasz–magyar és magyar–olasz szótár. II. Magyar–olasz.",–,–,–,"Danubia","Pécs",–,"428 pp.","17 cm.",–,–,–
"774","2.33.1/14","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","DÉVAY Leó",–,–,"1942","Magyar–olasz nagyszótár. Grande dizionario ungherese–italiano.",–,–,–,–,–,–,"64 pp.",–,–,–,"A kéziratot átdolg. és sajtó alá rendezte: BABOSS Ernő. A szerző kiadása, Budapest.             1. füzet A–arculat. folytatás nem jelent meg."
"775","2.33.1/15","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KIRÁLY Rudolf",–,–,"1944","Olasz–magyar és magyar–olasz szótár. I. Olasz–magyar. Dizionario             italiano–ungherese e ungherese–italiano.",–,–,–,"Szent István Társulat","Budapest",–,"546 pp.",–,–,–,"csak az olasz–magyar kötet készült el."
"776","2.33.1/16","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HERCZEG Gyula",–,–,"1952","Olasz–magyar szótár. I-II. Vocabolario italiano–ungherese.","I. A–L.",–,"A kéziratot átnézte: TAMÁS Lajos. Szerkesztőségi munkatársak: FEKETE István, HUSZTI             Dénes, JÁSZAY Magda, KATONA Lóránt, NÁDAS György, RAJCZYNÉ ERNST Ágnes, SZÁRA János,             SZELKE Árpád, SZENTMIKLÓSI Pál, UNGVÁRI Iván","Akadémiai Kiadó","Budapest",–,"747 pp. II. M–Z. 753–1459 pp.","24 cm.",–,–,"magyar és olasz nyelvű bevezetővel. L. HERCZEG 1967. A szógyűjtők, lektorok és egyéb             közreműködők nagy számára (100 fölött) való tekintettel felsorolásuktól             eltekintünk."
"777","2.33.1/17","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","GÁLDI László",–,–,"1955","Függelék Herczeg Gyula Olasz–magyar szótárához.",–,–,–,"Akadémiai Kiadó","Budapest",–,"VIII+72 pp.","25 cm.",–,–,–
"778","2.33.1/18","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KOLTAY-KASTNER Jenő & SZABÓ Mihály & VIRÁNYI Elemér",–,–,"1956","Olasz–magyar és magyar–olasz szótár.",–,–,–,"Verlagsanstalt","Graz",–,"428 pp. ; 448 pp.",–,–,–,"Akademische Drucku. a két rész egybekötve; a Pécsett 1940-ben megjelent kiadás             utánnyomása."
"779","2.33.1/19","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HERCZEG Gyula",–,–,"1958, 1964/2/, 1966/3/, 1975/4/,                 1978/5/, 1984/6/, 1987/7/,                 1990/8/, 1992/9/, 1997/10/,                 1998/11/, 1999/12/, 2000/13/,                 2001/14","Magyar–olasz szótár. Dizionario ungherese–italiano.",–,–,"A kéziratot átnézte: GÁLDI László","Terra","Budapest","Kisszótár sorozat","768 pp.","15 cm. Kb. 30 000 címszó és szótári adat","ISBN 9632052749 (1999/12/)",–,"magyar és olasz nyelvű előszóval, használati utasítással."
"780","2.33.1/20","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HERCZEG Gyula",–,–,"1959, 1963/2/, 1966/3/, 1974/4/,                 1978/5/, 1984/6/, 1987/7/,                 1990/8/, 1992/9/, 1998/10/,                 1999/11/, 2000/12/, 2001/13","Olasz–magyar szótár. Dizionario italiano–ungherese.",–,–,"Munkatárs: CSORBA Lea. A kéziratot átnézte: GÁLDI László","Terra","Budapest","Kisszótár sorozat","896 pp.","15 cm. Kb. 25 000 címszó és szótári adat","ISBN 9632052730 (1992/9/)",–,"magyar és olasz nyelvű előszóval, használati utasítással."
"781","2.33.1/21","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KOLTAY-KASTNER Jenő",–,–,"1963","Magyar–olasz szótár. I-II. Vocabolario ungherese–italiano.",–,–,"Főmunkatárs: KIRÁLY Rudolf dr","Akadémiai Kiadó","Budapest",–,"XVI+1512 pp.","24 cm.",–,–,"l. KOLTAY–KASTNER 1981/2/."
"782","2.33.1/22","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HERCZEG Gyula",–,–,"1967/2","Olasz–magyar szótár I-II. Vocabolario italiano–ungherese.",–,–,"Munkatársak: BALOGH Mária, KIRÁLY Rudolf, KUNDTNER Mária, VÉGH Béla. A kéziratot             átnézte: KOLTAY-KASTNER Jenő","Akadémiai Kiadó","Budapest",–,"1616 pp.","24 cm.",–,–,"l. HERCZEG 1978/3/."
"783","2.33.1/23","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HERCZEG Gyula",–,–,"bőv.: 1978/3/, 1984/4/, 1990/5/,                 1991/6/, 1992/7/, 2000","Olasz–magyar szótár. Harmadik, függelékkel bővített kiadás. Vocabolario             italiano–ungherese. Terza edizione con appendice.","I. A–L.",–,"Munkatársak: BALOGH Mária, KIRÁLY Rudolf, KUNDTNER Mária, VÉGH Béla. A kéziratot             átnézte: KOLTAY-KASTNER Jenő","Akadémiai Kiadó","Budapest",–,"VIII+832 pp. II. M–Z. 833–1781 pp.","25 cm. Kb. 85 000 címszó, 118 000 kifejezés és példa","ISBN 9630516136 (I–II. 1978/3/), 963056257X             (I–II–1992/7/).",–,–
"784","2.33.1/24","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KOLTAY-KASTNER Jenő",–,–,"függelékkel bőv.: 1981/2/, 1986/3/, 1991/4/,                 1992/5/, 2000/6","Magyar–olasz szótár. I-II. Második, függelékkel bővített kiadás. Vocabolario             ungherese–italiano. Seconda edizione con appendice.",–,–,"Főmunkatárs: Dr",–,–,–,–,–,–,–,"KIRÁLY Rudolf. Akadémiai Kiadó, Budapest. I. A–J. 656 pp. II. K–Zs. 657–1593 pp. 25             cm. Kb. 85 000 címszó, 70 000 kifejezés és példa. ISBN 9630523450. (I–II.                 1981/2/). magyar és olasz nyelvű előszóval és használati             utasítással."
"785","2.33.1/25","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","KOVÁCS ROMANO, Zsuzsanna",–,–,"1991","Dizionario italiano–ungherese e ungherese–italiano.",–,–,–,"Vallardi–Garzanti","Milano",–,"249 pp.",–,"ISBN 8811942454",–,–
"786","2.33.1/26","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","FÁBIÁN Zsuzsanna & VÁSÁRHELYI Júlia",–,–,"1995","Dizionario compatto ungherese–italiano e italiano–ungherese. Revisione di             Zsuzsanna FÁBIÁN.",–,–,–,"Zanichelli","Bologna",–,–,–,"ISBN 8808106969",–,"Dizionari compatti Zanichelli. 622 pp. 7600 magyar és 7800 olasz címszó."
"787","2.33.1/27","2. KÉTNYELVŰ SZÓTÁRAK # 2.33. OLASZ–MAGYAR, MAGYAR–OLASZ # 2.33.1. Általános, köznyelvi szótárak","HERCZEG Gyula & JUHÁSZ Zsuzsanna",–,–,"2000","Olasz–magyar szótár. Vocabolario italiano–ungherese.",–,–,"Szakanácsadó: BARNA Imre. Projektvezető szerk.: THIMAR Márta. Lektorok: Antonio             SCIACOVELLI, Stefano DI BARTOLO, SULYOK Miklós, SZABÓ Laura. Szerk.: BARNA Judit, BENCZE             Ágnes, GYÜRKEI Mercédesz, HERCZEG Ildikó, LUKÁCSI Margit, NAGY Andrea, NAGY Mária, OROSZ             Mária, PARÓCZAI Anna, POLLMANN Teréz, RADNÓCZI Éva, SÁFRÁN Katalin, SAMU Borbála,             SOMOGYI Judit, SZAJCZ Katalin, SZOKÁCS Kinga, TEMESI Viola, TÜSKE Margit, VÁLÓCZI             Marianne, WACHA Márta","Akadémiai Kiadó","Budapest",–,"XV+1086 pp.","25 cm. Kb. 50 000 címszó","ISBN 963057635X",–,"magyar és olasz nyelvű előszóval és használati utasítással."
